age,education,marital_status,occupation,race,sex,native_country
71,Bachelors,Widowed,Prof-specialty,White,Female,United-States
45,Bachelors,Widowed,Prof-specialty,White,Female,United-States
56,Bachelors,Widowed,Prof-specialty,White,Female,United-States
37,Bachelors,Widowed,Prof-specialty,White,Female,United-States
57,Bachelors,Widowed,Prof-specialty,White,Female,United-States
41,Bachelors,Widowed,Prof-specialty,White,Female,United-States
55,Bachelors,Widowed,Prof-specialty,White,Female,United-States
76,Bachelors,Widowed,Prof-specialty,White,Female,United-States
64,Bachelors,Widowed,Prof-specialty,White,Female,United-States
30,Bachelors,Widowed,Prof-specialty,White,Female,United-States
55,Bachelors,Widowed,Prof-specialty,White,Female,United-States
59,Bachelors,Widowed,Prof-specialty,White,Female,United-States
44,Bachelors,Widowed,Prof-specialty,White,Female,United-States
49,Bachelors,Widowed,Prof-specialty,White,Female,United-States
60,Bachelors,Widowed,Prof-specialty,White,Female,United-States
35,Bachelors,Widowed,Prof-specialty,White,Female,United-States
36,Bachelors,Widowed,Prof-specialty,White,Female,United-States
79,Doctorate,Widowed,Prof-specialty,White,Female,United-States
65,Doctorate,Widowed,Prof-specialty,White,Female,United-States
59,HS-grad,Widowed,Prof-specialty,White,Female,United-States
63,HS-grad,Widowed,Prof-specialty,White,Female,United-States
51,HS-grad,Widowed,Prof-specialty,White,Female,United-States
57,HS-grad,Widowed,Prof-specialty,White,Female,United-States
64,HS-grad,Widowed,Prof-specialty,White,Female,United-States
84,HS-grad,Widowed,Prof-specialty,White,Female,United-States
51,HS-grad,Widowed,Prof-specialty,White,Female,United-States
61,HS-grad,Widowed,Prof-specialty,White,Female,United-States
61,HS-grad,Widowed,Prof-specialty,White,Female,United-States
61,Masters,Widowed,Prof-specialty,White,Female,United-States
54,Masters,Widowed,Prof-specialty,White,Female,United-States
59,Masters,Widowed,Prof-specialty,White,Female,United-States
55,Masters,Widowed,Prof-specialty,White,Female,United-States
80,Masters,Widowed,Prof-specialty,White,Female,United-States
71,Masters,Widowed,Prof-specialty,White,Female,United-States
46,Masters,Widowed,Prof-specialty,White,Female,United-States
34,Masters,Widowed,Prof-specialty,White,Female,United-States
49,Masters,Widowed,Prof-specialty,White,Female,United-States
56,Masters,Widowed,Prof-specialty,White,Female,United-States
66,Masters,Widowed,Prof-specialty,White,Female,United-States
55,Masters,Widowed,Prof-specialty,White,Female,United-States
61,Masters,Widowed,Prof-specialty,White,Female,United-States
41,Masters,Widowed,Prof-specialty,White,Female,United-States
76,Masters,Widowed,Prof-specialty,White,Female,United-States
59,Masters,Widowed,Prof-specialty,White,Female,United-States
49,Masters,Widowed,Prof-specialty,White,Female,United-States
68,Prof-school,Widowed,Prof-specialty,White,Female,United-States
51,Prof-school,Widowed,Prof-specialty,White,Female,United-States
51,Some-college,Widowed,Prof-specialty,White,Female,United-States
58,Some-college,Widowed,Prof-specialty,White,Female,United-States
36,Some-college,Widowed,Prof-specialty,White,Female,United-States
67,Some-college,Widowed,Prof-specialty,White,Female,United-States
75,Some-college,Widowed,Prof-specialty,White,Female,United-States
47,Some-college,Widowed,Prof-specialty,White,Female,United-States
44,Assoc-acdm,Divorced,Protective-serv,White,Female,United-States
45,Bachelors,Divorced,Protective-serv,White,Female,United-States
41,Bachelors,Divorced,Protective-serv,White,Female,United-States
70,HS-grad,Divorced,Protective-serv,White,Female,United-States
40,HS-grad,Divorced,Protective-serv,White,Female,United-States
42,HS-grad,Divorced,Protective-serv,White,Female,United-States
43,HS-grad,Divorced,Protective-serv,White,Female,United-States
24,HS-grad,Divorced,Protective-serv,White,Female,United-States
35,HS-grad,Divorced,Protective-serv,White,Female,United-States
30,HS-grad,Divorced,Protective-serv,White,Female,United-States
57,HS-grad,Divorced,Protective-serv,White,Female,United-States
37,HS-grad,Divorced,Protective-serv,White,Female,United-States
43,Some-college,Divorced,Protective-serv,White,Female,United-States
32,Some-college,Divorced,Protective-serv,White,Female,United-States
41,Some-college,Divorced,Protective-serv,White,Female,United-States
27,HS-grad,Married-civ-spouse,Protective-serv,White,Female,United-States
18,10th,Never-married,Protective-serv,White,Female,United-States
17,10th,Never-married,Protective-serv,White,Female,United-States
17,11th,Never-married,Protective-serv,White,Female,United-States
37,Assoc-voc,Never-married,Protective-serv,White,Female,United-States
23,Bachelors,Never-married,Protective-serv,White,Female,United-States
30,Bachelors,Never-married,Protective-serv,White,Female,United-States
28,Bachelors,Never-married,Protective-serv,White,Female,United-States
27,Bachelors,Never-married,Protective-serv,White,Female,United-States
27,Bachelors,Never-married,Protective-serv,White,Female,United-States
38,Bachelors,Never-married,Protective-serv,White,Female,United-States
34,Some-college,Never-married,Protective-serv,White,Female,United-States
53,Some-college,Never-married,Protective-serv,White,Female,United-States
19,Some-college,Never-married,Protective-serv,White,Female,United-States
24,Some-college,Never-married,Protective-serv,White,Female,United-States
27,Some-college,Never-married,Protective-serv,White,Female,United-States
20,Some-college,Never-married,Protective-serv,White,Female,United-States
18,Some-college,Never-married,Protective-serv,White,Female,United-States
22,Some-college,Never-married,Protective-serv,White,Female,United-States
33,Assoc-voc,Separated,Protective-serv,White,Female,United-States
33,HS-grad,Separated,Protective-serv,White,Female,United-States
29,HS-grad,Separated,Protective-serv,White,Female,United-States
76,7th-8th,Widowed,Protective-serv,White,Female,United-States
62,Some-college,Widowed,Protective-serv,White,Female,United-States
28,10th,Divorced,Sales,White,Female,United-States
48,10th,Divorced,Sales,White,Female,United-States
47,10th,Divorced,Sales,White,Female,United-States
50,10th,Divorced,Sales,White,Female,United-States
61,10th,Divorced,Sales,White,Female,United-States
45,10th,Divorced,Sales,White,Female,United-States
31,10th,Divorced,Sales,White,Female,United-States
25,11th,Divorced,Sales,White,Female,United-States
24,11th,Divorced,Sales,White,Female,United-States
56,11th,Divorced,Sales,White,Female,United-States
55,11th,Divorced,Sales,White,Female,United-States
19,11th,Divorced,Sales,White,Female,United-States
44,11th,Divorced,Sales,White,Female,United-States
39,11th,Divorced,Sales,White,Female,United-States
38,11th,Divorced,Sales,White,Female,United-States
50,11th,Divorced,Sales,White,Female,United-States
58,12th,Divorced,Sales,White,Female,United-States
39,12th,Divorced,Sales,White,Female,United-States
63,7th-8th,Divorced,Sales,White,Female,United-States
38,7th-8th,Divorced,Sales,White,Female,United-States
42,7th-8th,Divorced,Sales,White,Female,United-States
36,9th,Divorced,Sales,White,Female,United-States
48,9th,Divorced,Sales,White,Female,United-States
56,9th,Divorced,Sales,White,Female,United-States
50,Assoc-acdm,Divorced,Sales,White,Female,United-States
36,Assoc-acdm,Divorced,Sales,White,Female,United-States
40,Assoc-acdm,Divorced,Sales,White,Female,United-States
33,Assoc-acdm,Divorced,Sales,White,Female,United-States
36,Assoc-acdm,Divorced,Sales,White,Female,United-States
31,Assoc-acdm,Divorced,Sales,White,Female,United-States
29,Assoc-acdm,Divorced,Sales,White,Female,United-States
46,Assoc-acdm,Divorced,Sales,White,Female,United-States
40,Assoc-acdm,Divorced,Sales,White,Female,United-States
55,Assoc-acdm,Divorced,Sales,White,Female,United-States
31,Assoc-voc,Divorced,Sales,White,Female,United-States
34,Assoc-voc,Divorced,Sales,White,Female,United-States
49,Assoc-voc,Divorced,Sales,White,Female,United-States
27,Assoc-voc,Divorced,Sales,White,Female,United-States
36,Assoc-voc,Divorced,Sales,White,Female,United-States
26,Assoc-voc,Divorced,Sales,White,Female,United-States
46,Assoc-voc,Divorced,Sales,White,Female,United-States
62,Assoc-voc,Divorced,Sales,White,Female,United-States
37,Assoc-voc,Divorced,Sales,White,Female,United-States
30,Assoc-voc,Divorced,Sales,White,Female,United-States
39,Assoc-voc,Divorced,Sales,White,Female,United-States
45,Assoc-voc,Divorced,Sales,White,Female,United-States
37,Bachelors,Divorced,Sales,White,Female,United-States
47,Bachelors,Divorced,Sales,White,Female,United-States
35,Bachelors,Divorced,Sales,White,Female,United-States
46,Bachelors,Divorced,Sales,White,Female,United-States
48,Bachelors,Divorced,Sales,White,Female,United-States
64,Bachelors,Divorced,Sales,White,Female,United-States
47,Bachelors,Divorced,Sales,White,Female,United-States
23,Bachelors,Divorced,Sales,White,Female,United-States
53,Bachelors,Divorced,Sales,White,Female,United-States
45,Bachelors,Divorced,Sales,White,Female,United-States
44,Bachelors,Divorced,Sales,White,Female,United-States
38,Bachelors,Divorced,Sales,White,Female,United-States
36,Bachelors,Divorced,Sales,White,Female,United-States
54,Bachelors,Divorced,Sales,White,Female,United-States
50,Bachelors,Divorced,Sales,White,Female,United-States
49,Bachelors,Divorced,Sales,White,Female,United-States
51,Bachelors,Divorced,Sales,White,Female,United-States
35,Bachelors,Divorced,Sales,White,Female,United-States
43,Bachelors,Divorced,Sales,White,Female,United-States
34,Bachelors,Divorced,Sales,White,Female,United-States
34,Bachelors,Divorced,Sales,White,Female,United-States
32,Bachelors,Divorced,Sales,White,Female,United-States
39,Bachelors,Divorced,Sales,White,Female,United-States
39,Bachelors,Divorced,Sales,White,Female,United-States
25,Bachelors,Divorced,Sales,White,Female,United-States
34,Bachelors,Divorced,Sales,White,Female,United-States
41,Doctorate,Divorced,Sales,White,Female,United-States
53,HS-grad,Divorced,Sales,White,Female,United-States
39,HS-grad,Divorced,Sales,White,Female,United-States
59,HS-grad,Divorced,Sales,White,Female,United-States
46,HS-grad,Divorced,Sales,White,Female,United-States
35,HS-grad,Divorced,Sales,White,Female,United-States
46,HS-grad,Divorced,Sales,White,Female,United-States
58,HS-grad,Divorced,Sales,White,Female,United-States
24,HS-grad,Divorced,Sales,White,Female,United-States
27,HS-grad,Divorced,Sales,White,Female,United-States
54,HS-grad,Divorced,Sales,White,Female,United-States
27,HS-grad,Divorced,Sales,White,Female,United-States
48,HS-grad,Divorced,Sales,White,Female,United-States
36,HS-grad,Divorced,Sales,White,Female,United-States
60,HS-grad,Divorced,Sales,White,Female,United-States
26,HS-grad,Divorced,Sales,White,Female,United-States
35,HS-grad,Divorced,Sales,White,Female,United-States
42,HS-grad,Divorced,Sales,White,Female,United-States
27,HS-grad,Divorced,Sales,White,Female,United-States
24,HS-grad,Divorced,Sales,White,Female,United-States
37,HS-grad,Divorced,Sales,White,Female,United-States
40,HS-grad,Divorced,Sales,White,Female,United-States
58,HS-grad,Divorced,Sales,White,Female,United-States
29,HS-grad,Divorced,Sales,White,Female,United-States
46,HS-grad,Divorced,Sales,White,Female,United-States
45,HS-grad,Divorced,Sales,White,Female,United-States
55,HS-grad,Divorced,Sales,White,Female,United-States
55,HS-grad,Divorced,Sales,White,Female,United-States
22,HS-grad,Divorced,Sales,White,Female,United-States
50,HS-grad,Divorced,Sales,White,Female,United-States
57,HS-grad,Divorced,Sales,White,Female,United-States
40,HS-grad,Divorced,Sales,White,Female,United-States
63,HS-grad,Divorced,Sales,White,Female,United-States
21,HS-grad,Divorced,Sales,White,Female,United-States
28,HS-grad,Divorced,Sales,White,Female,United-States
45,HS-grad,Divorced,Sales,White,Female,United-States
47,HS-grad,Divorced,Sales,White,Female,United-States
29,HS-grad,Divorced,Sales,White,Female,United-States
65,HS-grad,Divorced,Sales,White,Female,United-States
33,HS-grad,Divorced,Sales,White,Female,United-States
36,HS-grad,Divorced,Sales,White,Female,United-States
25,HS-grad,Divorced,Sales,White,Female,United-States
30,HS-grad,Divorced,Sales,White,Female,United-States
57,HS-grad,Divorced,Sales,White,Female,United-States
52,HS-grad,Divorced,Sales,White,Female,United-States
31,HS-grad,Divorced,Sales,White,Female,United-States
53,HS-grad,Divorced,Sales,White,Female,United-States
44,HS-grad,Divorced,Sales,White,Female,United-States
58,HS-grad,Divorced,Sales,White,Female,United-States
45,HS-grad,Divorced,Sales,White,Female,United-States
35,HS-grad,Divorced,Sales,White,Female,United-States
49,HS-grad,Divorced,Sales,White,Female,United-States
26,HS-grad,Divorced,Sales,White,Female,United-States
20,HS-grad,Divorced,Sales,White,Female,United-States
55,HS-grad,Divorced,Sales,White,Female,United-States
37,HS-grad,Divorced,Sales,White,Female,United-States
58,HS-grad,Divorced,Sales,White,Female,United-States
37,HS-grad,Divorced,Sales,White,Female,United-States
51,HS-grad,Divorced,Sales,White,Female,United-States
58,HS-grad,Divorced,Sales,White,Female,United-States
35,HS-grad,Divorced,Sales,White,Female,United-States
47,HS-grad,Divorced,Sales,White,Female,United-States
30,HS-grad,Divorced,Sales,White,Female,United-States
52,HS-grad,Divorced,Sales,White,Female,United-States
41,HS-grad,Divorced,Sales,White,Female,United-States
67,HS-grad,Divorced,Sales,White,Female,United-States
48,HS-grad,Divorced,Sales,White,Female,United-States
31,HS-grad,Divorced,Sales,White,Female,United-States
34,HS-grad,Divorced,Sales,White,Female,United-States
50,HS-grad,Divorced,Sales,White,Female,United-States
52,HS-grad,Divorced,Sales,White,Female,United-States
25,HS-grad,Divorced,Sales,White,Female,United-States
53,HS-grad,Divorced,Sales,White,Female,United-States
34,HS-grad,Divorced,Sales,White,Female,United-States
50,HS-grad,Divorced,Sales,White,Female,United-States
51,HS-grad,Divorced,Sales,White,Female,United-States
49,HS-grad,Divorced,Sales,White,Female,United-States
33,HS-grad,Divorced,Sales,White,Female,United-States
61,HS-grad,Divorced,Sales,White,Female,United-States
34,HS-grad,Divorced,Sales,White,Female,United-States
48,HS-grad,Divorced,Sales,White,Female,United-States
47,HS-grad,Divorced,Sales,White,Female,United-States
48,HS-grad,Divorced,Sales,White,Female,United-States
39,HS-grad,Divorced,Sales,White,Female,United-States
38,HS-grad,Divorced,Sales,White,Female,United-States
45,Masters,Divorced,Sales,White,Female,United-States
47,Masters,Divorced,Sales,White,Female,United-States
53,Masters,Divorced,Sales,White,Female,United-States
28,Masters,Divorced,Sales,White,Female,United-States
50,Masters,Divorced,Sales,White,Female,United-States
56,Masters,Divorced,Sales,White,Female,United-States
50,Masters,Divorced,Sales,White,Female,United-States
74,Masters,Divorced,Sales,White,Female,United-States
50,Masters,Divorced,Sales,White,Female,United-States
46,Some-college,Divorced,Sales,White,Female,United-States
54,Some-college,Divorced,Sales,White,Female,United-States
38,Some-college,Divorced,Sales,White,Female,United-States
33,Some-college,Divorced,Sales,White,Female,United-States
36,Some-college,Divorced,Sales,White,Female,United-States
51,Some-college,Divorced,Sales,White,Female,United-States
35,Some-college,Divorced,Sales,White,Female,United-States
43,Some-college,Divorced,Sales,White,Female,United-States
51,Some-college,Divorced,Sales,White,Female,United-States
63,Some-college,Divorced,Sales,White,Female,United-States
41,Some-college,Divorced,Sales,White,Female,United-States
39,Some-college,Divorced,Sales,White,Female,United-States
31,Some-college,Divorced,Sales,White,Female,United-States
32,Some-college,Divorced,Sales,White,Female,United-States
31,Some-college,Divorced,Sales,White,Female,United-States
45,Some-college,Divorced,Sales,White,Female,United-States
36,Some-college,Divorced,Sales,White,Female,United-States
39,Some-college,Divorced,Sales,White,Female,United-States
29,Some-college,Divorced,Sales,White,Female,United-States
39,Some-college,Divorced,Sales,White,Female,United-States
39,Some-college,Divorced,Sales,White,Female,United-States
45,Some-college,Divorced,Sales,White,Female,United-States
50,Some-college,Divorced,Sales,White,Female,United-States
42,Some-college,Divorced,Sales,White,Female,United-States
32,Some-college,Divorced,Sales,White,Female,United-States
35,Some-college,Divorced,Sales,White,Female,United-States
44,Some-college,Divorced,Sales,White,Female,United-States
36,Some-college,Divorced,Sales,White,Female,United-States
60,Some-college,Divorced,Sales,White,Female,United-States
47,Some-college,Divorced,Sales,White,Female,United-States
43,Some-college,Divorced,Sales,White,Female,United-States
46,Some-college,Divorced,Sales,White,Female,United-States
50,Some-college,Divorced,Sales,White,Female,United-States
39,Some-college,Divorced,Sales,White,Female,United-States
52,Some-college,Divorced,Sales,White,Female,United-States
28,Some-college,Divorced,Sales,White,Female,United-States
46,Some-college,Divorced,Sales,White,Female,United-States
54,Some-college,Divorced,Sales,White,Female,United-States
50,Some-college,Divorced,Sales,White,Female,United-States
44,Some-college,Divorced,Sales,White,Female,United-States
36,Some-college,Divorced,Sales,White,Female,United-States
57,Some-college,Divorced,Sales,White,Female,United-States
46,Some-college,Divorced,Sales,White,Female,United-States
56,Some-college,Divorced,Sales,White,Female,United-States
51,Some-college,Divorced,Sales,White,Female,United-States
34,Some-college,Divorced,Sales,White,Female,United-States
34,Some-college,Divorced,Sales,White,Female,United-States
48,Some-college,Divorced,Sales,White,Female,United-States
32,Some-college,Divorced,Sales,White,Female,United-States
68,Some-college,Divorced,Sales,White,Female,United-States
61,Some-college,Divorced,Sales,White,Female,United-States
40,Some-college,Divorced,Sales,White,Female,United-States
38,Some-college,Divorced,Sales,White,Female,United-States
35,Some-college,Divorced,Sales,White,Female,United-States
52,Some-college,Divorced,Sales,White,Female,United-States
47,Some-college,Divorced,Sales,White,Female,United-States
38,Some-college,Divorced,Sales,White,Female,United-States
41,Some-college,Divorced,Sales,White,Female,United-States
68,Some-college,Divorced,Sales,White,Female,United-States
19,HS-grad,Married-AF-spouse,Sales,White,Female,United-States
17,10th,Married-civ-spouse,Sales,White,Female,United-States
22,10th,Married-civ-spouse,Sales,White,Female,United-States
20,11th,Married-civ-spouse,Sales,White,Female,United-States
35,11th,Married-civ-spouse,Sales,White,Female,United-States
49,11th,Married-civ-spouse,Sales,White,Female,United-States
49,Assoc-acdm,Married-civ-spouse,Sales,White,Female,United-States
36,Assoc-acdm,Married-civ-spouse,Sales,White,Female,United-States
50,Assoc-acdm,Married-civ-spouse,Sales,White,Female,United-States
23,Assoc-acdm,Married-civ-spouse,Sales,White,Female,United-States
24,Assoc-acdm,Married-civ-spouse,Sales,White,Female,United-States
36,Assoc-acdm,Married-civ-spouse,Sales,White,Female,United-States
25,Assoc-voc,Married-civ-spouse,Sales,White,Female,United-States
33,Bachelors,Married-civ-spouse,Sales,White,Female,United-States
52,Bachelors,Married-civ-spouse,Sales,White,Female,United-States
26,Bachelors,Married-civ-spouse,Sales,White,Female,United-States
39,Bachelors,Married-civ-spouse,Sales,White,Female,United-States
57,Bachelors,Married-civ-spouse,Sales,White,Female,United-States
35,Bachelors,Married-civ-spouse,Sales,White,Female,United-States
45,Bachelors,Married-civ-spouse,Sales,White,Female,United-States
26,Bachelors,Married-civ-spouse,Sales,White,Female,United-States
28,Bachelors,Married-civ-spouse,Sales,White,Female,United-States
57,Bachelors,Married-civ-spouse,Sales,White,Female,United-States
41,Bachelors,Married-civ-spouse,Sales,White,Female,United-States
38,Bachelors,Married-civ-spouse,Sales,White,Female,United-States
29,Bachelors,Married-civ-spouse,Sales,White,Female,United-States
34,Bachelors,Married-civ-spouse,Sales,White,Female,United-States
36,Bachelors,Married-civ-spouse,Sales,White,Female,United-States
30,Bachelors,Married-civ-spouse,Sales,White,Female,United-States
37,Bachelors,Married-civ-spouse,Sales,White,Female,United-States
58,HS-grad,Married-civ-spouse,Sales,White,Female,United-States
44,HS-grad,Married-civ-spouse,Sales,White,Female,United-States
44,HS-grad,Married-civ-spouse,Sales,White,Female,United-States
29,HS-grad,Married-civ-spouse,Sales,White,Female,United-States
69,HS-grad,Married-civ-spouse,Sales,White,Female,United-States
40,HS-grad,Married-civ-spouse,Sales,White,Female,United-States
54,HS-grad,Married-civ-spouse,Sales,White,Female,United-States
44,HS-grad,Married-civ-spouse,Sales,White,Female,United-States
45,HS-grad,Married-civ-spouse,Sales,White,Female,United-States
39,HS-grad,Married-civ-spouse,Sales,White,Female,United-States
44,HS-grad,Married-civ-spouse,Sales,White,Female,United-States
46,HS-grad,Married-civ-spouse,Sales,White,Female,United-States
36,HS-grad,Married-civ-spouse,Sales,White,Female,United-States
47,HS-grad,Married-civ-spouse,Sales,White,Female,United-States
46,HS-grad,Married-civ-spouse,Sales,White,Female,United-States
34,HS-grad,Married-civ-spouse,Sales,White,Female,United-States
29,HS-grad,Married-civ-spouse,Sales,White,Female,United-States
23,HS-grad,Married-civ-spouse,Sales,White,Female,United-States
29,HS-grad,Married-civ-spouse,Sales,White,Female,United-States
40,HS-grad,Married-civ-spouse,Sales,White,Female,United-States
63,HS-grad,Married-civ-spouse,Sales,White,Female,United-States
56,HS-grad,Married-civ-spouse,Sales,White,Female,United-States
60,HS-grad,Married-civ-spouse,Sales,White,Female,United-States
56,HS-grad,Married-civ-spouse,Sales,White,Female,United-States
62,HS-grad,Married-civ-spouse,Sales,White,Female,United-States
64,HS-grad,Married-civ-spouse,Sales,White,Female,United-States
24,HS-grad,Married-civ-spouse,Sales,White,Female,United-States
27,HS-grad,Married-civ-spouse,Sales,White,Female,United-States
55,HS-grad,Married-civ-spouse,Sales,White,Female,United-States
32,HS-grad,Married-civ-spouse,Sales,White,Female,United-States
50,HS-grad,Married-civ-spouse,Sales,White,Female,United-States
22,HS-grad,Married-civ-spouse,Sales,White,Female,United-States
30,HS-grad,Married-civ-spouse,Sales,White,Female,United-States
34,HS-grad,Married-civ-spouse,Sales,White,Female,United-States
28,HS-grad,Married-civ-spouse,Sales,White,Female,United-States
33,HS-grad,Married-civ-spouse,Sales,White,Female,United-States
31,HS-grad,Married-civ-spouse,Sales,White,Female,United-States
46,HS-grad,Married-civ-spouse,Sales,White,Female,United-States
38,HS-grad,Married-civ-spouse,Sales,White,Female,United-States
53,HS-grad,Married-civ-spouse,Sales,White,Female,United-States
32,HS-grad,Married-civ-spouse,Sales,White,Female,United-States
45,HS-grad,Married-civ-spouse,Sales,White,Female,United-States
28,HS-grad,Married-civ-spouse,Sales,White,Female,United-States
58,HS-grad,Married-civ-spouse,Sales,White,Female,United-States
62,HS-grad,Married-civ-spouse,Sales,White,Female,United-States
56,HS-grad,Married-civ-spouse,Sales,White,Female,United-States
40,HS-grad,Married-civ-spouse,Sales,White,Female,United-States
33,HS-grad,Married-civ-spouse,Sales,White,Female,United-States
26,HS-grad,Married-civ-spouse,Sales,White,Female,United-States
42,HS-grad,Married-civ-spouse,Sales,White,Female,United-States
56,HS-grad,Married-civ-spouse,Sales,White,Female,United-States
27,HS-grad,Married-civ-spouse,Sales,White,Female,United-States
48,HS-grad,Married-civ-spouse,Sales,White,Female,United-States
73,HS-grad,Married-civ-spouse,Sales,White,Female,United-States
19,HS-grad,Married-civ-spouse,Sales,White,Female,United-States
59,HS-grad,Married-civ-spouse,Sales,White,Female,United-States
26,Masters,Married-civ-spouse,Sales,White,Female,United-States
32,Masters,Married-civ-spouse,Sales,White,Female,United-States
41,Masters,Married-civ-spouse,Sales,White,Female,United-States
57,Prof-school,Married-civ-spouse,Sales,White,Female,United-States
38,Prof-school,Married-civ-spouse,Sales,White,Female,United-States
28,Some-college,Married-civ-spouse,Sales,White,Female,United-States
28,Some-college,Married-civ-spouse,Sales,White,Female,United-States
29,Some-college,Married-civ-spouse,Sales,White,Female,United-States
49,Some-college,Married-civ-spouse,Sales,White,Female,United-States
40,Some-college,Married-civ-spouse,Sales,White,Female,United-States
35,Some-college,Married-civ-spouse,Sales,White,Female,United-States
58,Some-college,Married-civ-spouse,Sales,White,Female,United-States
55,Some-college,Married-civ-spouse,Sales,White,Female,United-States
20,Some-college,Married-civ-spouse,Sales,White,Female,United-States
26,Some-college,Married-civ-spouse,Sales,White,Female,United-States
37,Some-college,Married-civ-spouse,Sales,White,Female,United-States
23,Some-college,Married-civ-spouse,Sales,White,Female,United-States
30,Some-college,Married-civ-spouse,Sales,White,Female,United-States
23,Some-college,Married-civ-spouse,Sales,White,Female,United-States
38,Some-college,Married-civ-spouse,Sales,White,Female,United-States
34,Some-college,Married-civ-spouse,Sales,White,Female,United-States
57,Some-college,Married-civ-spouse,Sales,White,Female,United-States
39,Some-college,Married-civ-spouse,Sales,White,Female,United-States
27,Some-college,Married-civ-spouse,Sales,White,Female,United-States
23,Some-college,Married-civ-spouse,Sales,White,Female,United-States
59,Some-college,Married-civ-spouse,Sales,White,Female,United-States
38,Some-college,Married-civ-spouse,Sales,White,Female,United-States
54,Some-college,Married-civ-spouse,Sales,White,Female,United-States
50,Some-college,Married-civ-spouse,Sales,White,Female,United-States
37,Some-college,Married-civ-spouse,Sales,White,Female,United-States
30,Bachelors,Married-spouse-absent,Sales,White,Female,United-States
48,Bachelors,Married-spouse-absent,Sales,White,Female,United-States
27,HS-grad,Married-spouse-absent,Sales,White,Female,United-States
24,HS-grad,Married-spouse-absent,Sales,White,Female,United-States
28,Masters,Married-spouse-absent,Sales,White,Female,United-States
19,Some-college,Married-spouse-absent,Sales,White,Female,United-States
25,Some-college,Married-spouse-absent,Sales,White,Female,United-States
46,Some-college,Married-spouse-absent,Sales,White,Female,United-States
27,Some-college,Married-spouse-absent,Sales,White,Female,United-States
17,10th,Never-married,Sales,White,Female,United-States
17,10th,Never-married,Sales,White,Female,United-States
17,10th,Never-married,Sales,White,Female,United-States
18,10th,Never-married,Sales,White,Female,United-States
17,10th,Never-married,Sales,White,Female,United-States
17,10th,Never-married,Sales,White,Female,United-States
17,10th,Never-married,Sales,White,Female,United-States
17,10th,Never-married,Sales,White,Female,United-States
22,10th,Never-married,Sales,White,Female,United-States
17,10th,Never-married,Sales,White,Female,United-States
18,10th,Never-married,Sales,White,Female,United-States
17,10th,Never-married,Sales,White,Female,United-States
17,10th,Never-married,Sales,White,Female,United-States
17,10th,Never-married,Sales,White,Female,United-States
17,10th,Never-married,Sales,White,Female,United-States
41,10th,Never-married,Sales,White,Female,United-States
17,10th,Never-married,Sales,White,Female,United-States
24,10th,Never-married,Sales,White,Female,United-States
17,10th,Never-married,Sales,White,Female,United-States
17,10th,Never-married,Sales,White,Female,United-States
17,10th,Never-married,Sales,White,Female,United-States
18,11th,Never-married,Sales,White,Female,United-States
17,11th,Never-married,Sales,White,Female,United-States
17,11th,Never-married,Sales,White,Female,United-States
17,11th,Never-married,Sales,White,Female,United-States
18,11th,Never-married,Sales,White,Female,United-States
17,11th,Never-married,Sales,White,Female,United-States
22,11th,Never-married,Sales,White,Female,United-States
18,11th,Never-married,Sales,White,Female,United-States
17,11th,Never-married,Sales,White,Female,United-States
17,11th,Never-married,Sales,White,Female,United-States
17,11th,Never-married,Sales,White,Female,United-States
17,11th,Never-married,Sales,White,Female,United-States
17,11th,Never-married,Sales,White,Female,United-States
22,11th,Never-married,Sales,White,Female,United-States
18,11th,Never-married,Sales,White,Female,United-States
17,11th,Never-married,Sales,White,Female,United-States
17,11th,Never-married,Sales,White,Female,United-States
17,11th,Never-married,Sales,White,Female,United-States
17,11th,Never-married,Sales,White,Female,United-States
18,11th,Never-married,Sales,White,Female,United-States
17,11th,Never-married,Sales,White,Female,United-States
17,11th,Never-married,Sales,White,Female,United-States
17,11th,Never-married,Sales,White,Female,United-States
18,11th,Never-married,Sales,White,Female,United-States
17,11th,Never-married,Sales,White,Female,United-States
18,11th,Never-married,Sales,White,Female,United-States
18,11th,Never-married,Sales,White,Female,United-States
18,11th,Never-married,Sales,White,Female,United-States
17,11th,Never-married,Sales,White,Female,United-States
33,11th,Never-married,Sales,White,Female,United-States
19,11th,Never-married,Sales,White,Female,United-States
17,11th,Never-married,Sales,White,Female,United-States
17,11th,Never-married,Sales,White,Female,United-States
17,11th,Never-married,Sales,White,Female,United-States
17,11th,Never-married,Sales,White,Female,United-States
17,11th,Never-married,Sales,White,Female,United-States
20,11th,Never-married,Sales,White,Female,United-States
18,11th,Never-married,Sales,White,Female,United-States
22,11th,Never-married,Sales,White,Female,United-States
18,11th,Never-married,Sales,White,Female,United-States
19,11th,Never-married,Sales,White,Female,United-States
17,11th,Never-married,Sales,White,Female,United-States
18,11th,Never-married,Sales,White,Female,United-States
22,11th,Never-married,Sales,White,Female,United-States
17,11th,Never-married,Sales,White,Female,United-States
21,11th,Never-married,Sales,White,Female,United-States
18,11th,Never-married,Sales,White,Female,United-States
17,11th,Never-married,Sales,White,Female,United-States
18,11th,Never-married,Sales,White,Female,United-States
18,11th,Never-married,Sales,White,Female,United-States
18,11th,Never-married,Sales,White,Female,United-States
18,11th,Never-married,Sales,White,Female,United-States
18,11th,Never-married,Sales,White,Female,United-States
